Home,Away,Original_GW,Assigned_GW,Reason,Date_Added
Manchester City,Crystal Palace,Unscheduled,36,Postponed from GW31 (EFL Cup final clash). Confirmed 28 Apr 2026 — rescheduled to Wed 13 May (GW36 midweek).,2026-04-29
